TransactionNo,CustomerNo,TotalPrice
581219,16219,7.24
581219,16219,7.24
581219,16219,7.24
581219,16219,7.24
581219,16219,7.24
581219,16219,7.24
581219,16219,14.48
581219,16219,14.48
581219,16219,7.24
581219,16219,7.24
581219,16219,28.96
581219,16219,7.24
581219,16219,6.13
581219,16219,12.26
581219,16219,7.24
581219,16219,7.24
581219,16219,28.96
581219,16219,7.24
581219,16219,7.24
581219,16219,12.38
581219,16219,12.38
581219,16219,30.95
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,12.38
581219,16219,61.9
581219,16219,12.38
581219,16219,24.76
581219,16219,18.12
581219,16219,18.57
581219,16219,99.04
581219,16219,12.38
581219,16219,12.38
581219,16219,6.19
581219,16219,12.38
581219,16219,6.19
581219,16219,24.76
581219,16219,12.38
581219,16219,18.57
581219,16219,6.19
581219,16219,24.76
581219,16219,6.19
581219,16219,12.38
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,12.38
581219,16219,24.76
581219,16219,6.19
581219,16219,7.24
581219,16219,7.24
581219,16219,7.24
581219,16219,21.72
581219,16219,7.24
581219,16219,14.48
581219,16219,7.24
581219,16219,7.24
581219,16219,7.24
581219,16219,21.72
581219,16219,14.48
581219,16219,7.24
581219,16219,7.24
581219,16219,65.16
581219,16219,21.72
581219,16219,18.57
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,12.38
581219,16219,12.38
581219,16219,6.19
581219,16219,18.57
581219,16219,61.9
581219,16219,6.19
581219,16219,6.19
581219,16219,111.42
581219,16219,6.19
581219,16219,6.19
581219,16219,12.38
581219,16219,43.33
581219,16219,12.38
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,61.9
581219,16219,6.19
581219,16219,55.71
581219,16219,43.33
581219,16219,99.04
581219,16219,74.28
581219,16219,12.38
581219,16219,6.19
581219,16219,12.38
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,18.57
581219,16219,12.38
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,24.76
581219,16219,12.38
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,43.33
581219,16219,12.38
581219,16219,6.19
581219,16219,12.38
581219,16219,6.19
581219,16219,12.38
581219,16219,6.19
581219,16219,18.57
581219,16219,68.09
581219,16219,154.75
581219,16219,6.19
581219,16219,6.19
581219,16219,6.04
581219,16219,12.38
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,37.14
581219,16219,12.38
581219,16219,43.33
581219,16219,6.19
581219,16219,18.57
581219,16219,6.19
581219,16219,18.57
581219,16219,12.38
581219,16219,6.19
581219,16219,6.19
581219,16219,24.76
581219,16219,12.38
581219,16219,30.95
581219,16219,43.33
581219,16219,12.38
581219,16219,6.19
581219,16219,6.19
581219,16219,154.75
581219,16219,12.38
581219,16219,12.38
581219,16219,18.57
581219,16219,57.92
581219,16219,14.48
581219,16219,14.48
581219,16219,21.72
581219,16219,14.48
581219,16219,7.24
581219,16219,65.16
581219,16219,14.48
581219,16219,21.72
581219,16219,7.24
581219,16219,7.24
581219,16219,28.96
581219,16219,7.24
581219,16219,7.24
581219,16219,7.24
581219,16219,14.48
581219,16219,14.48
581219,16219,7.24
581219,16219,7.24
581219,16219,14.48
581219,16219,14.48
581219,16219,14.48
581219,16219,12.38
581219,16219,18.57
581219,16219,6.19
581219,16219,30.95
581219,16219,18.57
581219,16219,24.76
581219,16219,68.09
581219,16219,6.19
581219,16219,6.19
581219,16219,12.38
581219,16219,6.19
581219,16219,6.19
581219,16219,18.57
581219,16219,383.78
581219,16219,12.38
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,12.04
581219,16219,6.02
581219,16219,6.02
581219,16219,6.02
581219,16219,12.04
581219,16219,6.02
581219,16219,6.02
581219,16219,6.02
581219,16219,54.18
581219,16219,54.18
581219,16219,24.76
581219,16219,18.57
581219,16219,6.19
581219,16219,12.38
581219,16219,30.95
581219,16219,18.57
581219,16219,12.38
581219,16219,12.38
581219,16219,6.19
581219,16219,12.38
581219,16219,6.19
581219,16219,12.38
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,12.38
581219,16219,12.38
581219,16219,6.04
581219,16219,6.19
581219,16219,18.57
581219,16219,43.33
581219,16219,55.71
581219,16219,18.57
581219,16219,24.76
581219,16219,6.19
581219,16219,6.19
581219,16219,12.38
581219,16219,6.19
581219,16219,6.19
581219,16219,43.33
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,12.38
581219,16219,18.57
581219,16219,6.19
581219,16219,24.76
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,12.38
581219,16219,12.38
581219,16219,6.19
581219,16219,18.57
581219,16219,6.19
581219,16219,18.57
581219,16219,12.38
581219,16219,12.38
581219,16219,12.38
581219,16219,6.19
581219,16219,6.19
581219,16219,12.38
581219,16219,18.57
581219,16219,6.19
581219,16219,12.38
581219,16219,12.38
581219,16219,6.19
581219,16219,24.76
581219,16219,30.95
581219,16219,6.19
581219,16219,61.9
581219,16219,99.04
581219,16219,12.38
581219,16219,12.38
581219,16219,6.19
581219,16219,18.57
581219,16219,43.33
581219,16219,57.92
581219,16219,7.24
581219,16219,21.72
581219,16219,7.24
581219,16219,7.24
581219,16219,50.68
581219,16219,28.96
581219,16219,7.24
581219,16219,6.04
581219,16219,6.04
581219,16219,6.19
581219,16219,6.19
581219,16219,18.57
581219,16219,6.19
581219,16219,24.76
581219,16219,6.19
581219,16219,12.38
581219,16219,6.19
581219,16219,123.8
581219,16219,12.38
581219,16219,30.95
581219,16219,12.38
581219,16219,6.19
581219,16219,6.19
581219,16219,24.76
581219,16219,24.76
581219,16219,12.38
581219,16219,12.38
581219,16219,18.57
581219,16219,24.76
581219,16219,6.19
581219,16219,12.38
581219,16219,6.19
581219,16219,6.19
581219,16219,30.95
581219,16219,6.19
581219,16219,12.38
581219,16219,6.19
581219,16219,12.38
581219,16219,6.19
581219,16219,37.14
581219,16219,12.38
581219,16219,6.19
581219,16219,6.19
581219,16219,12.38
581219,16219,30.2
581219,16219,6.04
581219,16219,12.08
581219,16219,18.12
581219,16219,36.24
581219,16219,6.04
581219,16219,6.04
581219,16219,6.04
581219,16219,6.04
581219,16219,6.04
581219,16219,30.2
581219,16219,18.12
581219,16219,24.16
581219,16219,12.08
581219,16219,24.16
581219,16219,6.04
581219,16219,18.12
581219,16219,6.19
581219,16219,12.38
581219,16219,37.14
581219,16219,6.19
581219,16219,12.38
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,18.57
581219,16219,12.38
581219,16219,12.38
581219,16219,6.19
581219,16219,12.38
581219,16219,37.14
581219,16219,92.85
581219,16219,24.76
581219,16219,37.14
581219,16219,6.19
581219,16219,12.38
581219,16219,6.19
581219,16219,6.19
581219,16219,12.38
581219,16219,6.19
581219,16219,6.19
581219,16219,12.38
581219,16219,7.24
581219,16219,36.2
581219,16219,7.24
581219,16219,7.24
581219,16219,14.48
581219,16219,7.24
581219,16219,21.72
581219,16219,7.24
581219,16219,28.96
581219,16219,21.72
581219,16219,21.72
581219,16219,7.24
581219,16219,28.96
581219,16219,14.48
581219,16219,14.48
581219,16219,14.48
581219,16219,7.24
581219,16219,14.48
581219,16219,36.2
581219,16219,7.24
581219,16219,7.24
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,6.04
581219,16219,6.04
581219,16219,12.08
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,12.38
581219,16219,6.19
581219,16219,6.19
581219,16219,12.38
581219,16219,12.38
581219,16219,129.99
581219,16219,12.08
581219,16219,6.04
581219,16219,24.16
581219,16219,6.04
581219,16219,18.12
581219,16219,24.76
581219,16219,37.14
581219,16219,7.24
581219,16219,7.24
581219,16219,6.19
581219,16219,6.04
581219,16219,28.96
581219,16219,36.2
581219,16219,14.48
581219,16219,36.2
581219,16219,7.24
581219,16219,12.38
581219,16219,6.19
581219,16219,12.08
581219,16219,14.48
581219,16219,21.72
581219,16219,48.32
581219,16219,12.08
581219,16219,6.04
581219,16219,36.2
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581219,16219,6.19
581220,13924,148.56
581220,13924,222.84
581220,13924,49.52
581220,13924,49.52
581220,13924,297.12
581220,13924,74.28
581220,13924,297.12
581220,13924,74.28
581220,13924,74.28
581220,13924,302
581220,13924,74.28
581220,13924,37.14
581220,13924,222.84
581220,13924,222.84
581220,13924,74.28
581220,13924,148.56
581220,13924,148.56
581220,13924,148.56
581220,13924,148.56
581220,13924,148.56
581220,13924,123.8
581220,13924,309.5
581220,13924,49.52
581220,13924,297.12
581220,13924,74.28
581220,13924,74.28
581220,13924,74.28
581221,17856,371.4
581221,17856,519.96
581221,17856,297.12
581221,17856,260.64
581221,17856,260.64
581222,14520,86.88
581222,14520,28.96
581222,14520,217.2
581223,15237,57.92
581223,15237,260.64
581223,15237,28.96
581223,15237,86.88
581223,15237,74.28
581223,15237,37.14
581223,15237,72.4
581224,17631,37.14
581224,17631,222.84
581224,17631,24.76
581224,17631,18.57
581224,17631,148.56
581224,17631,74.28
581224,17631,148.56
581224,17631,148.56
581224,17631,37.14
581224,17631,61.9
581225,17677,74.28
581225,17677,74.28
581225,17677,49.52
581225,17677,49.52
581225,17677,148.56
581225,17677,148.56
581225,17677,148.56
581225,17677,148.56
581225,17677,12.38
581225,17677,12.38
581225,17677,24.76
581225,17677,24.76
581225,17677,148.56
581225,17677,74.28
581225,17677,74.28
581225,17677,148.56
581225,17677,148.56
581225,17677,604
581225,17677,619
581227,17677,37.14
581227,17677,37.14
581230,14291,18.57
581230,14291,74.28
581230,14291,74.28
581230,14291,74.28
581230,14291,37.14
581230,14291,24.76
581230,14291,24.76
581230,14291,74.28
581230,14291,49.52
581230,14291,74.28
581230,14291,37.14
581230,14291,37.14
581230,14291,222.84
581230,14291,148.56
581230,14291,37.14
581230,14291,148.56
581230,14291,148.56
581230,14291,148.56
581230,14291,148.56
581230,14291,148.56
581230,14291,148.56
581230,14291,74.28
581230,14291,74.28
581230,14291,74.28
581230,14291,74.28
581230,14291,74.28
581230,14291,74.28
581230,14291,154.75
581230,14291,154.75
581230,14291,154.75
581230,14291,61.9
581230,14291,61.9
581230,14291,61.9
581230,14291,61.9
581231,14291,24.76
581232,12358,148.56
581232,12358,148.56
581232,12358,74.28
581232,12358,148.56
581232,12358,222.84
581233,13436,37.14
581233,13436,12.38
581233,13436,12.38
581233,13436,49.52
581233,13436,24.76
581233,13436,12.38
581233,13436,24.76
581233,13436,24.76
581233,13436,86.88
581233,13436,7.24
581233,13436,181
581233,13436,43.44
581236,13468,173.76
581236,13468,115.84
581236,13468,130.32
581236,13468,260.64
581236,13468,260.64
581236,13468,260.64
581236,13468,74.28
581236,13468,12.38
581236,13468,37.14
581237,15443,6.19
581237,15443,6.19
581237,15443,12.38
581237,15443,18.57
581237,15443,6.19
581237,15443,6.19
581237,15443,24.76
581237,15443,18.57
581237,15443,6.19
581237,15443,30.95
581237,15443,12.38
581237,15443,24.76
581237,15443,6.19
581237,15443,12.38
581237,15443,24.76
581237,15443,6.19
581237,15443,6.19
581237,15443,18.57
581237,15443,43.33
581237,15443,24.76
581237,15443,6.19
581237,15443,24.76
581237,15443,49.52
581237,15443,12.38
581237,15443,37.14
581237,15443,24.76
581237,15443,12.38
581237,15443,12.38
581237,15443,12.38
581237,15443,43.33
581237,15443,6.19
581237,15443,49.52
581237,15443,49.52
581237,15443,6.19
581237,15443,12.38
581237,15443,43.33
581237,15443,18.57
581237,15443,6.19
581237,15443,6.19
581237,15443,148.56
581237,15443,12.38
581237,15443,12.38
581237,15443,12.38
581237,15443,24.76
581237,15443,12.38
581237,15443,6.19
581237,15443,12.38
581237,15443,18.57
581237,15443,12.38
581237,15443,37.14
581237,15443,6.19
581237,15443,12.38
581237,15443,18.57
581237,15443,12.38
581237,15443,12.38
581238,16238,12.38
581238,16238,6.19
581238,16238,6.19
581238,16238,12.38
581238,16238,6.19
581238,16238,6.19
581238,16238,18.57
581238,16238,6.19
581238,16238,6.19
581238,16238,55.71
581238,16238,24.76
581238,16238,6.19
581238,16238,6.19
581238,16238,37.14
581238,16238,12.38
581238,16238,6.19
581238,16238,37.14
581238,16238,43.33
581238,16238,6.19
581238,16238,30.95
581238,16238,12.38
581238,16238,7.24
581238,16238,14.48
581238,16238,28.96
581238,16238,7.24
581238,16238,7.24
581238,16238,21.72
581238,16238,14.48
581238,16238,14.48
581238,16238,7.24
581238,16238,50.68
581238,16238,7.24
581238,16238,7.24
581238,16238,7.24
581238,16238,7.24
581238,16238,7.24
581238,16238,14.48
581238,16238,6.19
581238,16238,12.38
581238,16238,6.19
581238,16238,6.19
581238,16238,24.76
581238,16238,6.19
581238,16238,42.28
581238,16238,6.19
581238,16238,6.19
581238,16238,6.19
581238,16238,6.19
581238,16238,6.19
581238,16238,24.76
581238,16238,6.19
581238,16238,6.19
581238,16238,303.31
581238,16238,6.19
581238,16238,259.98
581238,16238,12.38
581238,16238,6.19
581238,16238,12.38
581238,16238,7.24
581238,16238,94.12
581238,16238,36.2
581238,16238,37.14
581238,16238,6.19
581238,16238,12.38
581238,16238,18.57
581238,16238,37.14
581238,16238,12.38
581238,16238,6.19
581238,16238,12.38
581238,16238,6.19
581238,16238,18.57
581238,16238,18.57
581238,16238,6.19
581238,16238,6.19
581238,16238,6.19
581238,16238,6.19
581238,16238,24.76
581238,16238,6.19
581238,16238,6.19
581238,16238,37.14
581238,16238,68.09
581238,16238,6.19
581238,16238,6.19
581238,16238,30.95
581238,16238,6.19
581238,16238,6.19
581238,16238,72.48
581238,16238,6.19
581238,16238,6.19
581238,16238,6.19
581238,16238,6.19
581238,16238,12.38
581238,16238,12.38
581238,16238,6.19
581238,16238,6.19
581238,16238,6.19
581238,16238,6.19
581238,16238,18.57
581238,16238,12.38
581238,16238,12.38
581238,16238,6.19
581238,16238,6.19
581238,16238,99.04
581238,16238,12.38
581238,16238,6.19
581238,16238,6.19
581238,16238,6.19
581238,16238,6.19
581238,16238,6.19
581238,16238,12.38
581238,16238,6.19
581238,16238,6.19
581238,16238,30.95
581238,16238,6.19
581238,16238,6.19
581238,16238,6.04
581238,16238,6.04
581238,16238,6.04
581238,16238,6.04
581238,16238,24.76
581238,16238,24.76
581238,16238,6.19
581238,16238,6.19
581238,16238,24.76
581238,16238,37.14
581238,16238,18.57
581238,16238,24.76
581238,16238,24.76
581238,16238,6.19
581238,16238,6.19
581238,16238,6.19
581238,16238,6.19
581238,16238,24.76
581238,16238,6.19
581238,16238,6.19
581238,16238,6.19
581238,16238,6.19
581238,16238,6.19
581238,16238,30.95
581238,16238,14.48
581238,16238,21.72
581238,16238,253.4
581238,16238,21.72
581238,16238,28.96
581238,16238,28.96
581238,16238,7.24
581238,16238,137.56
581238,16238,36.2
581238,16238,28.96
581238,16238,21.72
581238,16238,14.48
581238,16238,21.72
581238,16238,14.48
581238,16238,28.96
581238,16238,7.24
581238,16238,7.24
581238,16238,14.48
581238,16238,7.24
581238,16238,14.48
581238,16238,130.32
581238,16238,14.48
581238,16238,7.24
581238,16238,7.24
581238,16238,37.14
581238,16238,30.95
581238,16238,43.33
581238,16238,18.57
581238,16238,6.19
581238,16238,30.95
581238,16238,18.57
581238,16238,6.19
581238,16238,12.38
581238,16238,61.9
581238,16238,18.57
581238,16238,37.14
581238,16238,6.19
581238,16238,18.12
581238,16238,12.38
581238,16238,24.76
581238,16238,30.95
581238,16238,6.19
581238,16238,6.19
581238,16238,24.76
581238,16238,18.57
581238,16238,12.08
581238,16238,24.16
581238,16238,42.28
581238,16238,6.04
581238,16238,6.04
581238,16238,86.66
581238,16238,30.95
581238,16238,30.95
581238,16238,6.19
581238,16238,30.95
581238,16238,30.95
581238,16238,24.76
581238,16238,7.24
581238,16238,14.48
581238,16238,30.2
581238,16238,18.12
581238,16238,18.57
581238,16238,18.57
581238,16238,12.38
581241,15520,74.28
581241,15520,74.28
581241,15520,74.28
581241,15520,74.28
581241,15520,742.8
581241,15520,74.28
581241,15520,74.28
581241,15520,74.28
581241,15520,74.28
581241,15520,74.28
581241,15520,74.28
581241,15520,74.28
581241,15520,74.28
581241,15520,74.28
581241,15520,74.28
581241,15520,74.28
581241,15520,12.38
581241,15520,74.28
581246,15453,6.19
581246,15453,6.19
581246,15453,12.38
581246,15453,6.19
581246,15453,6.19
581246,15453,7.24
581246,15453,7.24
581246,15453,72.4
581246,15453,36.2
581246,15453,7.24
581246,15453,6.19
581246,15453,12.38
581246,15453,6.19
581246,15453,12.38
581246,15453,12.38
581246,15453,6.19
581246,15453,24.76
581246,15453,6.19
581246,15453,6.19
581246,15453,6.19
581246,15453,12.38
581246,15453,6.19
581246,15453,6.19
581246,15453,12.38
581246,15453,12.38
581246,15453,12.38
581246,15453,24.76
581246,15453,6.19
581246,15453,37.14
581246,15453,37.14
581251,18210,12.38
581251,18210,74.28
581251,18210,12.38
581251,18210,24.76
581251,18210,24.76
581251,18210,74.28
581251,18210,18.57
581251,18210,18.57
581251,18210,12.38
581251,18210,37.14
581251,18210,12.38
581252,14129,24.76
581252,14129,24.76
581252,14129,37.14
581252,14129,74.28
581252,14129,74.28
581252,14129,74.28
581252,14129,148.56
581252,14129,74.28
581253,16891,6.19
581253,16891,6.19
581253,16891,6.04
581253,16891,12.38
581253,16891,12.38
581253,16891,12.38
581253,16891,18.57
581253,16891,6.19
581253,16891,6.19
581253,16891,6.19
581253,16891,6.19
581253,16891,12.38
581253,16891,6.19
581253,16891,6.19
581253,16891,6.19
581253,16891,6.19
581253,16891,6.19
581253,16891,6.19
581253,16891,24.76
581256,12256,24.16
581256,12256,338.24
581256,12256,428.84
581256,12256,634.2
581256,12256,241.6
581256,12256,6.04
581256,12256,24.16
581256,12256,6.04
581256,12256,12.08
581256,12256,211.4
581256,12256,24.16
581256,12256,42.28
581256,12256,6.04
581256,12256,72.48
581256,12256,6.04
581256,12256,136.18
581256,12256,18.57
581256,12256,6.19
581256,12256,148.56
581256,12256,606.62
581256,12256,1268.95
581256,12256,266.17
581256,12256,30.95
581256,12256,6.19
581256,12256,6.19
581256,12256,12.38
581256,12256,37.14
581256,12256,73.56
581256,12256,79.69
581256,12256,6.19
581256,12256,12.38
581256,12256,24.76
581256,12256,6.19
581256,12256,12.38
581256,12256,6.19
581256,12256,49.52
581256,12256,6.19
581256,12256,12.38
581256,12256,30.95
581256,12256,6.19
581256,12256,458.06
581256,12256,6.19
581256,12256,6.19
581256,12256,136.18
581256,12256,92.85
581256,12256,290.93
581256,12256,6.19
581256,12256,6.19
581256,12256,30.95
581256,12256,61.9
581256,12256,43.33
581256,12256,43.33
581256,12256,18.57
581256,12256,136.18
581256,12256,6.19
581256,12256,24.76
581256,12256,49.52
581256,12256,30.95
581256,12256,6.04
581256,12256,48.32
581256,12256,74.28
581256,12256,68.09
581266,12621,74.28
581266,12621,37.14
581266,12621,61.9
581266,12621,24.76
581266,12621,74.28
581266,12621,74.28
581266,12621,154.75
581266,12621,154.75
581266,12621,154.75
581266,12621,154.75
581266,12621,74.28
581266,12621,464.25
581266,12621,74.28
581266,12621,74.28
581266,12621,61.9
581266,12621,61.9
581266,12621,61.9
581266,12621,61.9
581266,12621,6.19
581266,12621,74.28
581266,12621,74.28
581266,12621,61.9
581266,12621,74.28
581266,12621,74.28
581266,12621,12.38
581266,12621,74.28
581266,12621,74.28
581266,12621,6.19
581266,12621,297.12
581266,12621,396.16
581266,12621,148.56
581266,12621,111.42
581266,12621,111.42
581266,12621,445.68
581266,12621,74.28
581266,12621,74.28
581266,12621,74.28
581266,12621,74.28
581266,12621,74.28
581266,12621,74.28
581266,12621,297.12
581266,12621,74.28
581266,12621,74.28
581266,12621,148.56
581266,12621,148.56
581266,12621,74.28
581266,12621,309.5
581266,12621,37.14
581266,12621,74.28
581266,12621,74.28
581266,12621,74.28
581266,12621,74.28
581266,12621,74.28
581266,12621,37.14
581266,12621,74.28
581266,12621,74.28
581279,12437,74.28
581279,12437,37.14
581281,18109,49.52
581281,18109,99.04
581281,18109,99.04
581281,18109,37.14
581281,18109,24.76
581281,18109,72.4
581281,18109,21.72
581281,18109,28.96
581281,18109,86.88
581281,18109,86.88
581281,18109,14.48
581281,18109,14.48
581281,18109,695.04
581285,13394,130.32
581285,13394,43.44
581285,13394,43.44
581285,13394,86.88
581285,13394,173.76
581285,13394,43.44
581285,13394,222.84
581285,13394,74.28
581285,13394,74.28
581285,13394,148.56
581285,13394,74.28
581285,13394,37.14
581291,14135,12.38
581291,14135,154.75
581291,14135,74.28
581291,14135,148.56
581291,14135,148.56
581291,14135,37.14
581291,14135,74.28
581291,14135,24.76
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,12.38
581310,16442,12.38
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,12.38
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,12.38
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,18.57
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,12.38
581310,16442,12.38
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.04
581310,16442,6.19
581310,16442,6.19
581310,16442,30.95
581310,16442,6.19
581310,16442,6.04
581310,16442,6.04
581310,16442,18.12
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.04
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,6.19
581310,16442,12.38
581310,16442,6.19
581310,16442,6.19
581310,16442,37.14
581324,14217,12.38
581324,14217,49.52
581324,14217,74.28
581324,14217,12.38
581324,14217,12.38
581324,14217,12.38
581325,15877,24.76
581325,15877,37.14
581325,15877,24.76
581325,15877,12.38
581325,15877,12.38
581325,15877,12.38
581325,15877,30.95
581325,15877,6.19
581325,15877,6.19
581325,15877,24.76
581325,15877,18.57
581325,15877,111.42
581325,15877,6.19
581325,15877,37.14
581325,15877,12.38
581325,15877,619
581325,15877,154.75
581325,15877,24.76
581325,15877,12.38
581325,15877,24.76
581327,15187,297.12
581327,15187,445.68
581327,15187,74.28
581327,15187,74.28
581327,15187,86.88
581327,15187,72.4
581327,15187,72.4
581327,15187,28.96
581327,15187,28.96
581327,15187,72.4
581327,15187,72.4
581327,15187,72.4
581333,15159,21.72
581333,15159,28.96
581333,15159,43.44
581333,15159,28.96
581333,15159,28.96
581334,17841,28.96
581334,17841,28.96
581334,17841,36.2
581334,17841,36.2
581334,17841,21.72
581334,17841,21.72
581334,17841,14.48
581334,17841,7.24
581334,17841,21.72
581334,17841,21.72
581334,17841,7.24
581334,17841,7.24
581334,17841,43.44
581334,17841,86.88
581334,17841,57.92
581334,17841,57.92
581334,17841,14.48
581334,17841,12.38
581334,17841,43.33
581334,17841,24.76
581334,17841,30.95
581334,17841,6.19
581334,17841,30.95
581334,17841,61.9
581334,17841,148.56
581334,17841,61.9
581334,17841,12.38
581334,17841,12.38
581334,17841,12.08
581334,17841,12.38
581334,17841,18.57
581334,17841,6.19
581334,17841,154.75
581334,17841,12.38
581334,17841,12.38
581334,17841,12.38
581334,17841,12.38
581334,17841,136.18
581334,17841,6.19
581334,17841,18.57
581334,17841,12.38
581334,17841,74.28
581334,17841,74.28
581334,17841,24.76
581334,17841,6.19
581334,17841,6.19
581334,17841,24.76
581334,17841,6.19
581334,17841,86.66
581334,17841,12.38
581334,17841,18.57
581334,17841,24.76
581334,17841,30.95
581334,17841,24.76
581334,17841,18.57
581334,17841,12.38
581334,17841,12.38
581334,17841,12.38
581334,17841,12.38
581334,17841,12.38
581334,17841,12.38
581334,17841,12.38
581334,17841,6.19
581334,17841,74.28
581334,17841,74.28
581334,17841,12.38
581334,17841,6.19
581334,17841,12.38
581334,17841,6.19
581334,17841,6.19
581334,17841,6.19
581334,17841,6.19
581334,17841,6.19
581334,17841,6.19
581334,17841,6.19
581334,17841,6.19
581334,17841,6.19
581334,17841,12.38
581334,17841,6.19
581334,17841,7.24
581334,17841,14.48
581334,17841,7.24
581334,17841,7.24
581334,17841,7.24
581334,17841,7.24
581334,17841,7.24
581334,17841,7.24
581334,17841,7.24
581334,17841,7.24
581334,17841,14.48
581334,17841,7.24
581334,17841,14.48
581334,17841,7.24
581334,17841,7.24
581334,17841,7.24
581334,17841,7.24
581334,17841,7.24
581334,17841,7.24
581334,17841,14.48
581334,17841,86.88
581334,17841,14.48
581334,17841,7.24
581334,17841,7.24
581334,17841,7.24
581334,17841,14.48
581334,17841,14.48
581334,17841,6.04
581334,17841,6.04
581334,17841,12.38
581334,17841,6.19
581334,17841,6.19
581334,17841,24.76
581334,17841,6.19
581334,17841,148.56
581334,17841,18.57
581334,17841,6.19
581334,17841,6.19
581334,17841,6.19
581334,17841,12.38
581334,17841,18.57
581334,17841,6.19
581334,17841,6.19
581334,17841,6.19
581334,17841,18.57
581334,17841,74.28
581334,17841,6.19
581334,17841,6.19
581334,17841,49.52
581334,17841,7.24
581334,17841,36.2
581334,17841,14.48
581334,17841,36.2
581334,17841,36.2
581335,15214,72.48
581335,15214,144.96
581335,15214,72.48
581335,15214,24.76
581335,15214,74.28
581335,15214,72.24
581335,15214,72.24
581335,15214,72.24
581335,15214,72.24
581335,15214,96.32
581335,15214,72.24
581335,15214,72.24
581336,16161,12.04
581336,16161,12.04
581336,16161,12.38
581336,16161,12.38
581336,16161,12.38
581336,16161,18.57
581336,16161,18.57
581336,16161,148.56
581336,16161,24.76
581336,16161,74.28
581336,16161,36.24
581336,16161,72.48
581336,16161,74.28
581336,16161,12.38
581336,16161,12.38
581336,16161,6.04
581338,14646,845.6
581345,17315,30.95
581345,17315,12.38
581345,17315,6.19
581345,17315,24.76
581345,17315,49.52
581345,17315,49.52
581345,17315,148.56
581345,17315,74.28
581345,17315,74.28
581345,17315,37.14
581345,17315,12.38
581345,17315,12.38
581345,17315,12.38
581345,17315,148.56
581345,17315,55.71
581345,17315,61.9
581352,14698,6.19
581352,14698,24.76
581352,14698,6.19
581352,14698,7.24
581352,14698,7.24
581352,14698,14.48
581352,14698,14.48
581352,14698,14.48
581352,14698,6.19
581352,14698,6.19
581352,14698,6.19
581352,14698,12.38
581352,14698,6.04
581352,14698,6.04
581352,14698,12.38
581352,14698,6.19
581352,14698,12.38
581352,14698,12.38
581352,14698,6.19
581352,14698,18.57
581352,14698,7.24
581352,14698,7.24
581352,14698,14.48
581352,14698,7.24
581352,14698,21.72
581352,14698,7.24
581352,14698,14.48
581352,14698,14.48
581352,14698,14.48
581352,14698,14.48
581352,14698,15.32
581352,14698,30.64
581352,14698,61.28
581352,14698,61.28
581352,14698,15.32
581352,14698,7.66
581352,14698,12.38
581352,14698,6.19
581352,14698,18.57
581352,14698,12.38
581352,14698,30.95
581352,14698,12.38
